,content
962,'Reposted from @PENYULUH_COOP Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/b0DlJPKkK5'
963,'@nenggusti Berarti ada orang yg pinjol pake aplikasi
964,'@mas__piyuuu PINJOL marak'
965,'@avfogato Kalo itu ngga masalah Mas
966,'@avfogato Sudah banyak kok Mas case kaya gini tuh di lapangan
967,'@anticurut Kok ngeri bisa gitu gampang banget dah
968,'@avfogato Itu berarti nomor NIK dipakai
969,'@subtanyarl Yg jelas kalo kena dan tiba2 ada tagihan pinjol
970,'@anticurut Kalau kasus yang tiba-tiba dapet tagihan pinjol dan merasa ga pernah dapet telpon verifikasi gitu gimana?'
971,'@mas__piyuuu kenapa ga pinjol aja yang dimatikan
972,'@PakarMaido @widbudihardjo iso ae nasabah pinjol galbay iki'
973,'Tadi ada yg dm aku soal anisa desiana ini. Dia di sms juga dong sama rentenir! Bahkan dia gak kenal sama sekali sama si anisa ini
974,'@sbyfess pinjol'
975,'Mohon maaf sobat AyoJeli kami sedang melakukan perbaikan server 
976,'@zoelfick Kebanyakan gengsi. Pengen eksis di sosmed
977,'Reposted from @PENYULUH_COOP Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/ImjLc6XjeY'
978,'Dapet Pinjaman Cepat Cair 3 Juta Diambil Atau Tolak ?
979,'@nenggusti kemungkinan bsr itu hnya permainan/modus dr krywn pinjol ato penipu / orang yg iseng.\nhrsnya bkn cm nomor telp/wa syaratnya
980,'@nenggusti @AHamzah07 Saat menginstall aplikasi pinjol
981,'Reposted from @PENYULUH_COOP Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/GfTf9GDy4F'
982,'@softboispotify_ @ladazaa Anak 98 utangnya juga bnyk sama tmn
983,'@JINLITTLEDIOR @AREAJULID Ga masalah saldo kosong apa nggak
984,'@astrangerthighs Kalo ketemu sama yg maenannya udah bikin pemetaan pake database mah maenannya bukan password atm lagi.\nBisa banyak bgt
985,'@yossuabeniii @WatchmenID Dee iku kate ngekeki giveaway tapi nggawe data pribadi. Lek dikeki iso digawe pinjol datane'
986,'@nenggusti Biasa nya itu pinjol kaa\nSemua kontak yg ada di hp debitur akan di hubungi kalo di debitu ga bayar nd ga bisa di hubungi\n\nSalah satu nya ancem lapor OJK\nKrn kebanyakan pinjol ga masuk OJK  maka nya mereka bisa menywbarkan data si debitur'
987,'@nenggusti Tidak mudah mengedukasi mrka
988,'@nenggusti Saran :\nNo kreditur langsung block\n\nSetiap ada tlp lagi
989,'@WatchmenID hehe percaya aja giveaway pake kasih data nama ibu nama anak tgl lahir sgala macem mereka gapernah ngrasain brengseknya ditagih pinjol karna data kita dipake orang 😑'
990,'@nenggusti Pernah pengalaman gini.. Bukan salah peminjam sih
991,'pake listrik aja di suruh ngutang ye @pln_123 kenapa nda sekalian aja bikin pinjol aja pln https://t.co/5DvO1kwUIq'
992,'Reposted from @PENYULUH_COOP Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah… https://t.co/mN2MmW5oOa'
993,'Yang bersangkutan juga memakai no saya di aplikasi pinjol tanpa seizin saya https://t.co/qucYQ2uFPI'
994,'@rizkaajii pinjol pinjol berhadiah'
995,'makannya suka ada pinjol tbtb di akun sendiri\nbanyak cara yang dilakuin sama hacker2 yang ngandalin beginian\nga sadar ternyata ini tipuan^^'
996,'Pinjol waitinggg https://t.co/Duf7Nm9Ue5'
997,'@ZeGrave Kagak tanggal lahir doang lah. Tetep butuh data2 lainnya. Cuman tanggal lahir ini aja bisa dipake buat tipu2 pinjol.'
998,'Itu Pemkot Denpasar mau bantu promo ukm
999,'@E_eunseo98 / oalah itu biasanya aplikasi pinjol yg dimana nomermu dipakai sama si peminjam. Langsung blokir aja.'
1000,'Pindah platform dulu aja
1001,'LESTARIKAN LAUT KITA !\nsobat Jeli dimanapun kau berada jagalah kebersihan laut dan lestarikan mahluk hidup didalamnya .\nSelamat Hari Laut Sedunia 8 Juni 2020\n\n#OceanDay #ocean #loan #pinjol #pinjamanonline #loans\n#finance #fintech https://t.co/omsgjHVNEc'
1002,'@_pameladp mereka emang sengaja gt. jadi sengaja bikin malu depan semua orang gt biar cepet bayar. beberapa perusahaan (kayak salah satu klien gua) skrg suka mecatin kalo yg ketahuan pake pinjol.'
1003,'Kan gak lucu ya cuma karena masang wifi
1004,'Reposted from @PENYULUH_COOP Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/KjSHZFnaVH'
1005,'@fadhramadh Tar di tlpon sama kastamer serpis pinjol'
1006,'@AnggaPutraF sendernya pinter
1007,'Paylater apapun setauku dibawah perusahaan Caturnusa Sejahtera Finance
1008,'do not hesitate to contact me via DM/E-mail. \n\n#FYI: Mohon maaf
1009,'@RuliHamonangan @xbege_ @umaleao Pantes ngebelain pas cek following nya eh cuma ada akun pinjol 🤭'
1010,'#Repost @PENYULUH_COOP\n• • • • • •\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai… https://t.co/YKxcyhMtr0'
1011,'Ternyata penyalahgunaan informasi semacam ini juga ada sindikatnya ya
1012,'#Repost @PENYULUH_COOP\n• • • • • •\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai… https://t.co/uvHCG76QVG'
1013,'#Repost @PENYULUH_COOP\n• • • • • •\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai… https://t.co/Swra3jPLvK'
1014,'#Repost @PENYULUH_COOP\n• • • • • •\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai… https://t.co/3WFdqJBELZ'
1015,'@bogorfess_ Penipuan sampe sana dimintain duit hati2 KTP kadang mereka minta buat scan awas dijadiin pinjol'
1016,'@xbege_ Besok nyicil foto ktp. Besok nya lagi foto selfi terbaik tangan kiri kelihatan didekat wajah selesai masuk potosop besoknya lagi dapet sms dari pinjol modyar'
1017,'Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga kerugian yang dapat timbul… https://t.co/JIANTestYL'
1018,'#Repost @PENYULUH_COOP download.ins\n---\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi… https://t.co/frDtlF8UEx'
1019,'@aardidod Alhamdulillah kak masih dilindungin Allah. Soalnya cerita dari orang2 terdekatku yang suka pinjol tuh katanya kayak candu gitu kak sekali pinjem bakal terus2an pinjem astagfirullah serem terus sekarang nunggak puluhan juta dan bingung gimana bayarnya'
1020,'#Repost  @PENYULUH_COOP\n\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/KVNhomv5N3'
1021,'Heran kenapasih banyak bgt orang2 yg berani bgt dan bernyali besar minjem di pinjaman online. Apa tidak takut saat tidak bisa bayarnya? Ya Allah gua bayanginny aja serem apalagi orang yang ngutang ke pinjol'
1022,'Lalu bagaimana dengan penyedia jasa pinjol ilegal yang tidak terdaftar di OJK. Secara teori mereka tidak boleh menjalankan usaha
1023,'Bagi peminjam di pinjol resmi pun
1024,'(1) ada perbedaan bisnis model antara pinjol dengan perbankan dan perusahaan leasing. Perbedaan model bisnis juga mempengaruhi kualitas restrukturisasi kredit.'
1025,'@rahmanhadii28 Boleh geser dulu
1026,'Refreshing dulu sambil lihat pelangi...\nWTF isinya hampir semua apk untuk Pinjol dan sebagian besar yo tidak ber izin dan tidak terdaftar dong... https://t.co/wxn9vywPNC'
1027,'@littleamig0 Buat ajuin pinjol wakakaakka'
1028,'Lalu di Indonesia
1029,'@PENYULUH_COOP \n@kemenkopukm \n#ppkloganilir #ppklsumsel\n\nSobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu… https://t.co/agJVMQxZR7'
1030,'Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga… https://t.co/KX0CwjwANx'
1031,'Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga kerugian yang dapat timbul… https://t.co/YmPwTlgQYu'
1032,'Pinjol tuh emg senyeremin itu ya https://t.co/VkVVPvYcLE'
1033,'@raafaiz aku belum pernah terlibat pinjol tapi aku butuh receh 🥺🥺'
1034,'@aliennnurilw dari depkolektor pinjoL 😂😂'
1035,'Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga kerugian yang dapat timbul… https://t.co/GI8oYOG9hC'
1036,'@laraafani @Hujandisenja Biasanya tiap platform udah kerjasama dengan pinjol spesifik
1037,'Reposted from @PENYULUH_COOP Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah… https://t.co/Yej0kOJNtm'
1038,'Sobat KUKM perlu mewaspadai dengan maraknya Pinjaman Online (Pinjol) dan jangan sampai terjebak pinjol ilegal ya. Pastikan dulu legalitasnya. Meskipun mudah diperoleh tapi waspadai juga kerugian yang dapat timbul… https://t.co/6shPE0dSXm'
1039,'Jadi keinget di salah satu cerita drama apa itu judulnya aku lupa
1040,'@itbo @samacksamakk Kalau sempet benerin privasi nomor baru. Belom sejam udah dapat spam iklan pinjol'
1041,'Pesen grab car pake verifikasi wajah
1042,'@GanLagi @miarimiari Baiknya informasi pribadi seperti itu emang jangan diumbar. Bahkan foto ktp dengan wajah ajah bisa buat mengajukan pinjol kok.'
1043,'Isi sms:\n\n1. tawaran pinjol\n2. penipuan undian\n3. Provider\n4. Gugas Covid'
1044,'@muthiastp Hati2 jebakan nanti data pribadinya buat pinjol'
1045,'@Andika_CJ @PartaiSocmed @CCICPolri Gue gak pernah pake aplikasi pinjol. Tapi bknnya dia nanti verifikasi pake foto dgn pegang KTP yah? Kayak verifikasi akun ovo
1046,'@xbege_ Masalahnya lo minta NAMA IBU KANDUNG yang mana itu data penting buat bikin cc sama buka rekening. Kita semua nggak masalahin pengajuan pinjol apa gimananya mas. Kalo disalahgunain orang lain buat bobol cc sama rekening gimana coba? Masnya mau tanggung jawab?'
1047,'Ini grup bela korban pinjol jadi sumber humor baru'
1048,'@alvanfajarudin Mangkane
1049,'@ciamikboy Ini sih
1050,'@NdoroTedjo dan oleh sebab ini
1051,'@RuliHamonangan @arkuyyy @umaleao @xbege_ Bodoh baat wkwk dikata pinjol secanggih yg lu pikir apa'
1052,'Udah ngentik panjang jelasin data perkreditan
1053,'Liat reply twit ini yaelah buat apa ngegadaiin data pribadi krusial u macem nama ibu (krusial di bank
1054,'@inizali Hms foto²x mw dipake buat pinjol y?'
1055,'@xbege_ Sambil masukin data² ke pinjol punya data orang'
1056,'Uh well. Jadi gue ditelp sama orang yg gue kira kurir shopee gegara paket gue udah dibawa kurirnya dan biasanya nelpon gue dulu jadi langsung gue angkat.\n\nTernyata pas gue angkat ini orang pihak pinjol tp gue gatau appnya apa. Nanyain anisa ini juga.'
1057,'@dituduhpki Ada tuh pinjol mahasiswa'
1058,'Gue biasanya ga ngurusin masalah GA begini. Ga ada urgensinya buat gue. Tapi gue tau rasanya gimana diteror sama desk collector pinjol berhari-hari. Ini cuma concern gue aja tentang masalah itu.'
1059,'@casualkarma Pinjol es'
1060,'Rekening bank mungkin ga akan semudah itu dibobol pake nama ibu kandung. Tapi ada 1 sektor yg juga bisa meresahkan. Pinjaman Online. Ini syarat2 yg dilampirkan oleh salah satu pinjol https://t.co/wcMlYT5fcQ https://t.co/L52QqaUEMC'
1061,'@Bonnie_GB3 @masradensammy @narkosun Kemarin ada modus...\n\nOL Shop terima duid dari Pinjol
1062,'@yadngr @Is_fachrouzi @SobatHAPE Trus foto Selfie dia dpt gk serberapa. Rang laen pinjem datanya buat pinjol 1 milyar doarrr 😐'
1063,'@mauYeppo @umaleao @xbege_ Semoga saja aman\n\nData² itu bisa digunakan untuk merugikan mba
1064,'@xbege_ Bisa Mas
1065,'@fadjarzcrackerz @RuliHamonangan @xbege_ @umaleao Dua itupun salah satunya pinjol 🤭'
1066,'@subtanyarl Bagus nder diemin aja sampe mana mama mu nyadar kalo kamu itu ada dan hidup berdampingan. Biarin aja. Skrng kmu kumpulin uang sebisa kamu aja dulu nabung pelan pelan. Jangan pernah berani berani pinjol atau semacamnya ya 🙏'
1067,'@djaycoholyc Satu orang potensi dapet pinjol limit 30 jt
1068,'@tubbirfess tau² di pake buat pinjol..wkwkwkwwkk..bahaya sih ini.\nheran dah rangorang'
1069,'@ThePandhitas Kalau di-combine sama data kita yg bertebaran di-scribd
1070,'Bisa jg belio pake nama ibu &amp; foto klean buat social engineering ato bisa juga ngajuin pinjol agar supaya membiayai gaya hidup blio...'
1071,'Tekan Ambil Rp 40.000 Tunai https://t.co/BEQ1Oz7lxl\n#HapusCOVID19 #WhoAreYouEP11 #malamminggu #TheKingEternalMonarch #Pinjol #PinjamanOnline #RupiahCepat #LangsungCair #OJK #BerhasilTapiBoong #Cicilan #MingguRebahan #mingguambyar https://t.co/wAF4kBnuOb'
1072,'@xbege_ Bulan lalu ada orang datang kerumah
1073,'@Suara_Bawah Yah bang
1074,'@iamhiam1 @umaleao @xbege_ ktp biasanya buat pinjol'
1075,'Termasuk pinjol atau pinjaman online yang kasus bodongnya udah marak banget!\n\nKalimat pertanyaan yang familiar: Siapa/sebutkan nama lengkap/nama gadis/nama sesuai KTP ibu kandung Anda?\n\nNah apalagi di twit atas diminta foto
1076,'@sukaskincarean Gua pernah ditagih pinjol gataunya itu abang ojol yg pernah gw tumpangi/delivery makanan gw entahlah pokoknya dia ngejadiin gw kontak darurat. sebel bgt gw sampe install truecaller biar ketauan kalo ada nomer gajelas gataunya dari pinjol lsg gw blokir'
1077,'@madedev udah ada kata pinjol... udeh serem aje di pikiran eug🙃'
1078,'Ngomongin masalah ini jadi inget temen aku share alamat temennya gitu di biodata. Lalu aku tegur trus dia bilang udah izin. \n\nAku malah mikirnya gini sih
1079,'Bisabisa mau giveaway nanya nama ibu kandung
1080,'@Masbim21 Telponan sama cs pinjol ya?'
1081,'@halleluhellyeah Gue curiga malah pengen tau nama ibunya
1082,'Please tuips
1083,'Gila banget anjir ada orang minta nama ibu berkedok bagi-bagi saldo ovo. \n\nDAN PADA NGASIH.\n\nSelamat. Anda akan dikejar rentenir pinjol karena uang yang gak seberapa itu.'
1084,'Contoh: Untuk pembukaan rekening misal. \n\nSaya menyarankan agar tidak mempublish nama lengkap ibu anda di sosmed. Nanti tau tau ada tagihan kredit/pinjol datang ke rumah padahal kamu ga merasa melakukan hal tsb
1085,'@Anakayamm5 @coffebit @xbege_ Langsung bisa buat pinjol 👍'
1086,'@hrdbacot #timnabung krn ga pnya CC dan bunga pinjol gede bgt ga worth it. Cara nabungnya pisahin pake 2 rek/pk jenius dream saver. Trs kartu atm nya jgn dibawa2 biar gak borosh dan ga kepake.'
1087,'@nucaminaj Peer to peer lending
1088,'@bukan_bradpit Pinjol legal illegal juga suka ada yg suruh masukkin nama ibu kandung'
1089,'@bukan_bradpit Pinjol juga bisa gasi bg???'
1090,'@coromodol dipake data nya buat pinjol bul kwkwkw'
1091,'sns au¡ • Chanyeol itu punya crush dari dulu
1092,'@utriiiii Hahaha
1093,'@banggavann KTP di dompet
1094,'Apa hubungannya antara baby blues/istri ditinggal mati suami/org hajatan ga boleh masuk/setan dengan pinjol?'
1095,'ada hampir 30 telepon masuk hari ini..\n29 gak di angkat. yang terakhir diangkat..\nsaya kira debtcollector nagih.\nkrn kondisi lg enak pulang dr mesjid.\nternyata oh ternyata.\nnawarin pinjaman 13juta..\nyang dimana itu pernah di alami bapak saya / bisa disebut awalmula kenal pinjol😆'
1096,'@pernahjele Aman sih setau gue. Gak kita aja
1097,'Alasan orang orang mau pakai Pinjol
1098,'Jadi banyak dapat glossary baru:\nJapo: Jatuh Tempo\nGalba(y): Gagal Bayar\nKondar: Kontak Darurat\nNopeng: Nomor Pengajuan\nGalob Tulob: Gali Lobang Tutup Lobang.\n\nKalau yang lain sih umum
1099,'@ddllonsew Coba tuh buat ke pinjol
1100,'Ada buibu curhat
1101,'Kenal juga kagak dengan orang yang bernama Nanang. Pinjol ini bikin ribut aja. https://t.co/7m0b0anrik'
1102,'@Llu27314006 @ShopeeID Anjir lebih parah dr pinjol yaak klo gini'
1103,'@gielantang Udah kek pinjol yak
1104,'Kirain cuma di asia ada pinjol. Di amrik jg ada ternyata. Film #dirtyMoney'
1105,'@kompascom Ini kl ngajuin pinjol diapprove ga ya?'
1106,'@DaniMillenix @ddllonsew Apanan ieu ktp twitter duh piraku bio asli dipake ka pinjol engke data pribadina wkwk'
1107,'@mfadhly__ @tiaufa Reksadana itu yg jd lender d pinjol spt uangme gt bukan mas? Apa beda?'
1108,'@kangikanasin lu mafia pinjol ya'
1109,'Barusan dapet email dari DIREKTORAT JENDERAL KEPENDUDUKAN &amp; PENCATATAN SIPIL
1110,'@JeromePolin Yg dpt privilege pasti belum pernah selfie pegang ktp buat pinjol'
1111,'@memberangus @karawangfess Jgn di save gug nomerna. Bisi pinjol awkwkwkwk'
1112,'Tak kasih tutorialnya nih data bisa jadi duit instant.\n\n1. Siapkan data korban
1113,'Bantu teman Anda dengan mendaftar dan dapatkan kesempatan untuk meminjam dengan limit tinggi. Satu pendaftaran bernilai satu kupon senilai Rp 10.000! Daftar sekarang!\nhttps://t.co/LluHwqABCM\n#Pinjol #PinjamanOnline #UangMe #JummaMubarak #NewNormal #NormalBaru #Cair'
1114,'@gtnurch @jjodohkm @discountfess Nah iya
1115,'@taehyunggemez @jjodohkm @discountfess Iya bener
1116,'Awal tahun banjir
1117,'@17_MissBaek Eh enggak nding skrg biasa nawarin pinjol alias pinjaman onlen'
1118,'@subtanyarl lu nyimpenin kontak pinjol nder? //'
1119,'@skinnypeng hahaha itu mah borunan segala dc pinjol ath'
1120,'@asumsico yaelah segitu gak sanggupnya nonton Coldplay sampe pake duit yang bukan haknya? Sini sini gue bayarin pake duit pinjol. 🙃'
1121,'@theraditya_ pinjol tuh apaan dit?'
1122,'@BagasWdykt Daftar pinjol gas!'
1123,'@yolarestu Ciga nu soak gitu
1124,'@Askrlfess Digerta dc pinjol?'
1125,'@marmarihe @heriajiher @SaifulanwarID @Xxxlovexxx6969 @dillamide @urkingbitj @subtanyarl Pinjol apa?'
1126,'@rlgxg Di teror kamu ntarrrr. Pinjol neror nya ga ada otak. Sekota di teror.'
1127,'@rlgxg jangan deh
1128,'@slythspride pake aja nomornya buat pinjol lumayan tuh 🤣 biar kena santet debt collector'
1129,'@trustd_listener Ga punya aset
1130,'@keycoong Pinjol\nJual diri\nGadai aset\nJual emas'
1131,'kirain dc cuman buat pinjol dan kredit macet lainnya
1132,'@FiersaBesari Buat ngajuin pinjol biasanya bung
1133,'@FiersaBesari iya banget
1134,'Pasang iklan kos di OLX
1135,'@rmdhanifp Temen aku sendiri ada yg begitu. Belum nikah
1136,'pesugihan online selain pinjol apaan lagi ya?'
1137,'@oreoo_supreme @Xarxx3 Ebuseh
1138,'@axxara_ Kalo menurut aku lebih baik bicara sama orang tua atau keluarga kamu
1139,'@hrdbacot Sering bgt wkt tlp jobseeker ditolak duluan krn dikira nawarin Credit Card / penawaran pinjol 😭😭😭'
1140,'@Paranggendis menang give away dari koperasi yg sering nawarin pinjol paling'
1141,'@Xxxlovexxx6969 @dillamide @urkingbitj @subtanyarl Pinjol tu apa'
1142,'@rizkallniyaaa Pinjol apaan'
1143,'@zongalah pinjol a'
1144,'@nabilahmunif_ Disuruh dowload aplikasi pinjol 🤣✌'
1145,'@EtekewerNyengir Pinjol \n#PinokioTukangNgibul \n#PinokioTukangNgibul'
1146,'@Fikriansj Gue beli diamond make paylater berasa punya cicilan ama pinjol anjir wkwk kudu dibayar sebelom tgl 1 juli'
1147,'@Xxxlovexxx6969 @urkingbitj @subtanyarl Pinjol tu apa?'
1148,'@ngantukpoll @Xxxlovexxx6969 @urkingbitj @subtanyarl pinjol itu ketika bengkak terhantam sesuatu'
